step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
26,0.07553945481777191,0.0016314630993292667,0.0004358123023848748,0.0,0.009656796231865883,3.453125,0.29010116503653793,166.34705781936646,170.1953125,170.60591888427734,5e-06,26,0,0.8103606700897217,2.299999952316284,0.0,0.8103606700897217,2.299999952316284,0.0,-0.14686578512191772,2.2029218673706055,-2.474679708480835,-0.14686578512191772,2.2029218673706055,-2.474679708480835,690.8984375,3149.0,116.0,0.0,48.0078125,205.0,12.0,690.8984375,3149.0,116.0,0.0,0.0,263.375,472.0,167.0,0.0,4,42,12.390625,0.0625,0.9375,7.0,8,6.482885837554932,8.0,8,8,2.9109418392181396e-05,0.11071030050516129,2.1277421303093433,0.4983735615678597,0.0,0.0,0.0,2.1277421303093433,0.0,254,2580,5.720961228013039,9.850598871707916e-05,0.9737288635224104,0.0030302517116069794,6.074251592159271,12.808330545201898,3.661029040813446e-05,0.06469114296390613,0.049729028074035966,2.4808236891671342e-05,122147,12.808330545201898,4768.263887667907,
27,0.09234923124313354,0.0010792723514896352,0.00022774101580580464,2.9002319934079424e-05,0.015290187584469095,3.84375,0.30130601305517607,166.34705781936646,170.1953125,170.43524169921875,5e-06,27,0,0.7343300580978394,0.9906250238418579,0.0,0.7343300580978394,0.9906250238418579,0.0,-0.28373003005981445,2.4748661518096924,-2.474764347076416,-0.28373003005981445,2.4748661518096924,-2.474764347076416,993.1171875,3200.0,102.0,0.0,73.359375,475.0,12.0,993.1171875,3200.0,102.0,0.0,0.0,262.875,439.0,167.0,0.0,4,42,17.09375,0.0,1.0,6.5625,8,5.874640464782715,8.0,8,8,3.003142774105072e-05,0.11637291684746742,4.45572211034596,0.7691843782231444,0.0,0.0,0.0,4.45572211034596,0.0,310,2667,7.8810740895569324,0.00010098516941070557,1.2178238164633512,0.003072163090109825,7.67579048871994,16.805444283410907,3.844499588012695e-05,0.061997609244541986,0.04774481385309137,1.9109413561923933e-05,160767,16.805444283410907,4783.182083400714,
28,0.12568174302577972,0.0008326506358571351,0.0009712477731227409,0.0,0.01844241126673296,4.5859375,0.2932709241308316,166.34705781936646,170.1953125,170.605224609375,5e-06,28,0,0.8149546980857849,0.9954081773757935,0.0,0.8149546980857849,0.9954081773757935,0.0,-0.16956111788749695,1.6368046998977661,-2.474661350250244,-0.16956111788749695,1.6368046998977661,-2.474661350250244,808.6171875,2787.0,102.0,0.0,70.484375,870.0,12.0,808.6171875,2787.0,102.0,0.0,0.0,243.5625,363.0,174.0,0.0,4,42,15.09375,0.0,1.0,6.9375,8,6.5196380615234375,8.0,8,8,3.168545663356781e-05,0.12150851637125015,7.5665640495717525,0.7636153446946992,0.0,0.0,0.0,7.5665640495717525,0.0,222,2545,11.000867946073413,9.035877883434296e-05,1.028838774189353,0.002995021641254425,6.572763450443745,18.631527200341225,3.656744956970215e-05,0.10628549845002959,0.04880317978633451,2.2238223043343245e-05,134679,18.631527200341225,3614.276987383338,
29,0.09189020842313766,0.0016413431803812273,-2.4316049348271918e-05,0.0,0.018665962663362734,4.328125,0.2959779588752446,166.34705781936646,170.1953125,170.7157325744629,5e-06,29,0,0.7277403473854065,1.1687500476837158,0.0,0.7277403473854065,1.1687500476837158,0.0,-0.1658027321100235,1.960605502128601,-2.4747140407562256,-0.1658027321100235,1.960605502128601,-2.4747140407562256,864.25,3010.0,102.0,0.0,68.9609375,417.0,13.0,864.25,3010.0,102.0,0.0,0.0,257.25,482.0,174.0,0.0,4,42,16.84375,0.0,1.0,6.375,8,5.82192325592041,8.0,8,8,4.455447196960449e-05,0.10969177633523941,3.900373289361596,0.7319167923269561,0.0,0.0,0.0,3.900373289361596,0.0,271,2389,8.019031047821045,9.657442569732666e-05,1.1123720221221447,0.0037909094244241714,6.991771897301078,16.162914847955108,3.938749432563782e-05,0.0724890715199328,0.04870549973041879,2.640791785850543e-05,143552,16.162914847955108,4440.7831554641225,
30,0.0631955936551094,0.001084674455341883,0.0001811885554161563,0.0,0.02852978606824763,2.4296875,0.28754349819064495,166.34705781936646,170.1953125,170.88235473632812,5e-06,30,0,0.8649687767028809,0.9959183931350708,0.0,0.8649687767028809,0.9959183931350708,0.0,-0.2547442317008972,2.4747486114501953,-2.4744372367858887,-0.2547442317008972,2.4747486114501953,-2.4744372367858887,655.9921875,3194.0,102.0,0.0,41.7578125,227.0,12.0,655.9921875,3194.0,102.0,0.0,0.0,257.875,380.0,174.0,0.0,4,42,10.53125,0.0,1.0,7.5,8,6.919750690460205,8.0,8,8,3.411248326301575e-05,0.11282319761812687,2.1791903637349606,0.4167222769756336,0.0,0.0,0.0,2.1791903637349606,0.0,250,2152,6.02048309519887,9.444728493690491e-05,0.9210081361234188,0.0030745938420295715,5.766173288226128,12.736630246043205,3.668852150440216e-05,0.07170058588729941,0.04929406529793655,2.6284196127630447e-05,116975,12.736630246043205,4592.070184197259,
31,0.09118811786174774,0.000539607117389096,-0.00025785457000893075,4.092992821824737e-05,0.02406976150814444,4.34375,0.29505130869289914,166.34705781936646,170.1953125,171.04895401000977,5e-06,31,0,0.8202152848243713,0.9921875,0.0,0.8202152848243713,0.9921875,0.0,-0.1737130582332611,2.4628119468688965,-2.474853754043579,-0.1737130582332611,2.4628119468688965,-2.474853754043579,813.234375,3205.0,112.0,0.0,59.734375,431.0,9.0,813.234375,3205.0,112.0,0.0,0.0,254.125,368.0,174.0,0.0,4,42,14.25,0.0,1.0,7.125,8,6.561722278594971,8.0,8,8,3.2436102628707886e-05,0.0929701216518879,3.961632752791047,0.618700390579761,0.0,0.0,0.0,3.961632752791047,0.0,254,1816,7.029697775840759,8.080154657363892e-05,1.0340697430074215,0.0030532795935869217,6.625742394477129,14.715587686747313,3.88510525226593e-05,0.06753220911715141,0.04849689211457254,2.2348374299797408e-05,136622,14.715587686747313,4642.08439745292,
32,0.23780331015586853,0.0018811679765349254,3.665921940410044e-05,0.0,0.022099445282947272,3.4453125,0.28812386186739536,166.34705781936646,170.1953125,171.18869018554688,5e-06,32,0,0.8293492794036865,0.9984375238418579,0.0,0.8293492794036865,0.9984375238418579,0.0,-0.41678792238235474,1.694957971572876,-2.474367141723633,-0.41678792238235474,1.694957971572876,-2.474367141723633,724.9296875,3246.0,102.0,0.0,70.875,1461.0,9.0,724.9296875,3246.0,102.0,0.0,0.0,213.1875,262.0,174.0,0.0,4,42,14.84375,0.0,1.0,7.0625,8,6.634794235229492,8.0,8,8,3.014504909515381e-05,0.09436594508588314,12.221635192632675,0.7219338102295296,0.0,0.0,0.0,12.221635192632675,0.0,174,3246,15.268394147977233,7.937103509902954e-05,0.9525847304612398,0.0030918270349502563,5.957505125552416,22.204864570870996,4.214979708194733e-05,0.1645460674847478,0.049613214013711104,2.5748274343975686e-05,120079,22.204864570870996,2703.8894926997937,
33,0.08592166006565094,0.0018651396094355732,-0.00033308805632259464,5.463286652229726e-05,0.01371084910351783,2.953125,0.28304960027219056,166.34705781936646,170.1953125,170.55516052246094,5e-06,33,0,0.8589013814926147,0.9918367266654968,0.0,0.8589013814926147,0.9918367266654968,0.0,-0.17324818670749664,2.4748663902282715,-2.47395658493042,-0.17324818670749664,2.4748663902282715,-2.47395658493042,558.8515625,2480.0,86.0,0.0,46.6328125,625.0,12.0,558.8515625,2480.0,86.0,0.0,0.0,289.4375,554.0,160.0,0.0,4,42,11.21875,0.0,1.0,7.3125,8,6.871211528778076,8.0,8,8,5.135871469974518e-05,0.10691985301673412,5.520893191918731,0.46651074253895786,0.0,0.0,0.0,5.520893191918731,0.0,334,1282,7.695976112037897,0.00016884319484233856,0.8868428114801645,0.0030934717506170273,5.372231367975473,13.984060687944293,3.8528814911842346e-05,0.10758637428931958,0.04947671662607154,2.8489991348551102e-05,108581,13.984060687944293,3882.312956979944,
34,0.10820826143026352,0.0008265951692010276,-4.46258854935877e-05,0.0,0.036059909500181675,2.33203125,0.2898953502548819,166.34705781936646,170.1953125,170.67177963256836,5e-06,34,0,0.8056939244270325,0.9959183931350708,0.0,0.8056939244270325,0.9959183931350708,0.0,-0.258150577545166,1.2227492332458496,-2.4747507572174072,-0.258150577545166,1.2227492332458496,-2.4747507572174072,746.4140625,3257.0,76.0,0.0,58.0078125,319.0,12.0,746.4140625,3257.0,76.0,0.0,0.0,261.875,441.0,174.0,0.0,4,42,14.890625,0.0,1.0,6.9375,8,6.445550918579102,8.0,8,8,3.0260533094406128e-05,0.10360761545598507,3.023593472316861,0.6199084335821681,0.0,0.0,0.0,3.023593472316861,0.0,336,1810,6.343033239245415,9.851530194282532e-05,1.0078275576233864,0.002976730465888977,6.404237205162644,13.78158426657319,3.82494181394577e-05,0.06639069341168101,0.04962178508738228,2.3064523488032614e-05,129061,13.78158426657319,4682.3716890457035,
35,0.11235128343105316,0.0028176150372019038,0.0011568977443801032,0.0,0.008470636865240522,3.3203125,0.30322137139565564,166.34705781936646,170.1953125,171.0045166015625,5e-06,35,0,0.7709344625473022,3.4312500953674316,0.0,0.7709344625473022,3.4312500953674316,0.0,-0.09184892475605011,2.4748661518096924,-2.4732604026794434,-0.09184892475605011,2.4748661518096924,-2.4732604026794434,996.3125,3208.0,115.0,0.0,66.125,279.0,12.0,996.3125,3208.0,115.0,0.0,0.0,288.8125,481.0,174.0,0.0,4,42,16.5625,0.0,1.0,6.3125,8,6.16747522354126,8.0,8,8,2.9321759939193726e-05,0.10998987220227718,2.8569144178181887,0.7338632047758438,0.0,0.0,0.0,2.8569144178181887,0.0,214,1253,7.048397520557046,8.446164429187775e-05,1.2054509185254574,0.003067227080464363,7.911447048187256,16.194722397252917,3.5682693123817444e-05,0.05526941158457002,0.04809507251353988,1.8646210731351298e-05,164496,16.194722397252917,5078.691562749577,
36,0.07833177596330643,0.001271500874281628,0.0009616404076950857,6.225099787116051e-05,0.01702500373357907,8.15625,0.28571701691252127,166.34705781936646,170.1953125,171.03521347045898,5e-06,36,0,0.8028108477592468,0.9938775300979614,0.0,0.8028108477592468,0.9938775300979614,0.0,-0.16541624069213867,2.4748661518096924,-2.4397289752960205,-0.16541624069213867,2.4748661518096924,-2.4397289752960205,645.515625,2580.0,116.0,0.0,46.390625,188.0,13.0,645.515625,2580.0,116.0,0.0,0.0,230.5625,325.0,160.0,0.0,4,42,13.59375,0.0625,0.9375,6.9375,8,6.422486782073975,8.0,8,8,3.361143171787262e-05,0.11961671896278858,1.8603786453604698,0.4813283533003414,0.0,0.0,0.0,1.8603786453604698,0.0,265,2131,5.856364592909813,8.915551006793976e-05,0.8937275055795908,0.0029358137398958206,5.5317135732620955,12.319391315802932,3.649294376373291e-05,0.07087798747258506,0.04932951874709818,2.6180364728243955e-05,112138,12.319391315802932,4551.28005618885,
37,0.2812584638595581,0.0010561800991126802,0.00010882084279728588,0.0,0.06845619040541351,3.3046875,0.28826533623322115,166.34705781936646,170.1953125,171.16422271728516,5e-06,37,0,0.7990267872810364,0.9979591965675354,0.0,0.7990267872810364,0.9979591965675354,0.0,-0.6369796395301819,1.6199346780776978,-2.474379062652588,-0.6369796395301819,1.6199346780776978,-2.474379062652588,622.9296875,3868.0,102.0,0.0,61.8515625,796.0,12.0,622.9296875,3868.0,102.0,0.0,0.0,288.75,444.0,160.0,0.0,4,42,12.671875,0.0625,0.9375,6.75,8,6.392213821411133,8.0,8,8,4.578009247779846e-05,0.11232243292033672,7.188863320276141,0.6069326855504187,0.0,0.0,0.0,7.188863320276141,0.0,368,1477,10.497135015204549,0.00010042451322078705,0.9259420726448298,0.0031698476523160934,5.802027931436896,17.25302854925394,3.8232654333114624e-05,0.1316502792400395,0.04971959322539009,2.7163525877853322e-05,116695,17.25302854925394,3381.8700197144854,
38,0.2295188158750534,0.0012916082705487497,0.0003687301054924319,0.0,0.023153237547376193,5.828125,0.29081242415888664,166.34705781936646,170.1953125,171.28811645507812,5e-06,38,0,0.8535392880439758,0.995312511920929,0.0,0.8535392880439758,0.995312511920929,0.0,-0.20475555956363678,1.8315443992614746,-2.4720458984375,-0.20475555956363678,1.8315443992614746,-2.4720458984375,664.15625,4096.0,102.0,0.015625,49.578125,978.0,12.0,664.15625,4096.0,102.0,0.015625,0.0,291.9375,528.0,178.0,0.0,4,42,9.9375,0.0,1.0,7.1875,8,6.828314781188965,8.0,8,8,2.683885395526886e-05,0.10700425319373608,8.328426986932755,0.4782521699235076,0.0,0.0,0.0,8.328426986932755,0.0,401,2644,13.630008891224861,8.715875446796417e-05,0.9618807509541512,0.0030100159347057343,6.131581516936421,20.751424707472324,4.640035331249237e-05,0.16033041089757752,0.050102806969573636,2.459565235092118e-05,122380,20.751424707472324,2948.713202229737,
39,0.10378536581993103,0.0008588487144152168,-7.018876749498304e-05,0.0,0.004583012778311968,3.71875,0.29505969241642394,166.34705781936646,170.1953125,170.9069709777832,5e-06,39,0,0.7934145331382751,0.996874988079071,0.0,0.7934145331382751,0.996874988079071,0.0,-0.1649441421031952,1.6219913959503174,-2.474365711212158,-0.1649441421031952,1.6219913959503174,-2.474365711212158,793.265625,4096.0,86.0,0.0078125,75.0546875,2636.0,12.0,793.265625,4096.0,86.0,0.0078125,0.0,259.75,472.0,174.0,0.0,4,42,13.4140625,0.0625,0.9375,6.8125,8,6.347316741943359,8.0,8,8,2.928823232650757e-05,0.11268380656838417,25.809314511716366,0.759071661523194,0.0,0.0,0.0,25.809314511716366,0.0,298,4096,30.423058789223433,9.33278352022171e-05,1.0540438704192638,0.00299939326941967,6.615532871335745,38.12205522879958,3.672018647193909e-05,0.2996223954502101,0.04908175085940487,2.225300305239172e-05,134786,38.12205522879958,1767.8217922806919,
40,0.14031022787094116,0.001106459450966213,-0.0001509354915469885,0.0,0.006290382472798228,3.203125,0.29620937399078734,166.34705781936646,170.1953125,170.7860221862793,5e-06,40,0,0.7885672450065613,0.995312511920929,0.0,0.7885672450065613,0.995312511920929,0.0,-0.19957149028778076,1.5917466878890991,-2.4733946323394775,-0.19957149028778076,1.5917466878890991,-2.4733946323394775,917.6484375,3674.0,69.0,0.0,63.1953125,419.0,12.0,917.6484375,3674.0,69.0,0.0,0.0,263.4375,444.0,160.0,0.0,4,42,14.609375,0.0,1.0,6.75,8,6.308538436889648,8.0,8,8,3.421306610107422e-05,0.10109950788319111,4.008387861773372,0.6545466075040167,0.0,0.0,0.0,4.008387861773372,0.0,407,3674,7.125815063714981,9.15825366973877e-05,1.1462284922599792,0.003033723682165146,7.435848211869597,15.744442908093333,3.585219383239746e-05,0.06066640328723198,0.04918572164037067,2.0067097164058144e-05,151179,15.744442908093333,4801.027285706227,
41,0.10620851069688797,0.0012117324949940667,0.0002865386868506903,0.0,0.03056217692210339,3.0,0.28633243290094845,166.34705781936646,170.1953125,170.84319305419922,5e-06,41,0,0.833747148513794,0.9938775300979614,0.0,0.833747148513794,0.9938775300979614,0.0,-0.2282598614692688,2.474379062652588,-2.473292112350464,-0.2282598614692688,2.474379062652588,-2.473292112350464,658.640625,3874.0,86.0,0.0,50.046875,356.0,12.0,658.640625,3874.0,86.0,0.0,0.0,279.875,527.0,174.0,0.0,4,42,11.921875,0.0,1.0,7.25,8,6.669977188110352,8.0,8,8,5.331449210643768e-05,0.11251183971762657,3.1834644470363855,0.5108230694750091,0.0,0.0,0.0,3.1834644470363855,0.0,527,1677,6.802894040942192,8.926354348659515e-05,1.032217774540186,0.0029924213886260986,6.024789249524474,13.890466712415218,4.730932414531708e-05,0.08069288118214828,0.050152245480100506,2.4909859224391064e-05,120130,13.890466712415218,4324.188757913674,
42,0.05362299829721451,0.0033548388892086223,8.581911970395595e-05,0.0,0.018045789991447236,3.875,0.27383838183970577,166.34705781936646,170.1953125,170.82675552368164,5e-06,42,0,0.9152824282646179,0.9918367266654968,0.0,0.9152824282646179,0.9918367266654968,0.0,-0.18347911536693573,1.62005615234375,-2.4748663902282715,-0.18347911536693573,1.62005615234375,-2.4748663902282715,472.1953125,2411.0,86.0,0.0,34.515625,215.0,12.0,472.1953125,2411.0,86.0,0.0,0.0,256.8125,472.0,160.0,0.0,4,42,9.328125,0.0,1.0,7.6875,8,7.322258949279785,8.0,8,8,2.7922913432121277e-05,0.11009387671947479,2.057389434427023,0.3569268491555704,0.0,0.0,0.0,2.057389434427023,0.0,206,2411,5.973398799076676,8.852407336235046e-05,0.7858719043433666,0.00302790105342865,4.748865434899926,11.537949334830046,3.6504119634628296e-05,0.09883024435526673,0.050891788227791696,3.244886621830452e-05,93313,11.537949334830046,4043.742839046472,
43,0.10258124768733978,0.0009538844897178933,-2.0262050384189934e-06,0.0,0.028363755729515105,3.265625,0.3035233178064138,166.34705781936646,170.1953125,170.89889907836914,5e-06,43,0,0.7136154174804688,0.995312511920929,0.0,0.7136154174804688,0.995312511920929,0.0,-0.24202683568000793,1.6345106363296509,-2.47479510307312,-0.24202683568000793,1.6345106363296509,-2.47479510307312,1026.3671875,4096.0,86.0,0.0078125,72.390625,281.0,12.0,1026.3671875,4096.0,86.0,0.0078125,0.0,254.8125,495.0,174.0,0.0,4,42,17.875,0.0,1.0,6.375,8,5.70892333984375,8.0,8,8,2.754107117652893e-05,0.0998998824506998,2.8625516276806593,0.7778249709954252,0.0,0.0,0.0,2.8625516276806593,0.0,287,2292,6.930701419711113,8.859671652317047e-05,1.2045577466487885,0.004302656278014183,7.904356012120843,16.067339284345508,4.906952381134033e-05,0.05275510119665928,0.048199937875376346,2.6237148855816375e-05,163991,16.067339284345508,5103.240713905173,
44,0.14876940846443176,0.0012846897006966174,-2.8974814995308407e-05,0.00012831086132791825,0.025371694995556027,3.7578125,0.27858941254022807,166.34705781936646,170.1953125,170.69999313354492,5e-06,44,0,0.8652932047843933,0.9984375238418579,0.0,0.8652932047843933,0.9984375238418579,0.0,-0.12248929589986801,2.4748661518096924,-2.474865436553955,-0.12248929589986801,2.4748661518096924,-2.474865436553955,568.03125,3336.0,112.0,0.0,40.0390625,626.0,12.0,568.03125,3336.0,112.0,0.0,0.0,273.375,439.0,173.0,0.0,4,42,9.4375,0.0,1.0,7.4375,8,6.9223456382751465,8.0,8,8,2.8850510716438293e-05,0.10687300562858582,5.499317543581128,0.388942654200946,0.0,0.0,0.0,5.499317543581128,0.0,254,2968,9.312302747741342,9.247660636901855e-05,0.977306479588151,0.004617631435394287,5.508108219131827,15.825414882972836,3.9715319871902466e-05,0.12807810347886533,0.05114306610150258,4.287494368982625e-05,107700,15.825414882972836,3402.754392110077,
45,0.07229773700237274,0.000598067526880186,0.0005007437866879627,0.0,0.04260454809991643,3.8046875,0.2938027215431178,166.34705781936646,170.1953125,170.47661209106445,5e-06,45,0,0.8370046615600586,0.9921875,0.0,0.8370046615600586,0.9921875,0.0,-0.35320451855659485,1.6190762519836426,-2.474822759628296,-0.35320451855659485,1.6190762519836426,-2.474822759628296,813.5703125,4096.0,112.0,0.0078125,54.390625,378.0,13.0,813.5703125,4096.0,112.0,0.0078125,0.0,241.125,365.0,174.0,0.0,4,42,13.21875,0.0,1.0,7.3125,8,6.696037292480469,8.0,8,8,3.999657928943634e-05,0.11871299706399441,3.4828386195003986,0.5617531518946635,0.0,0.0,0.0,3.4828386195003986,0.0,277,1958,7.029027672484517,8.766166865825653e-05,1.0406845211982727,0.0029796473681926727,6.624617440626025,14.723275231197476,3.672763705253601e-05,0.06749788905465413,0.049070876812957125,2.2071298495512425e-05,135001,14.723275231197476,4584.61170765671,
46,0.09466960281133652,0.002454855595715344,-0.00020821830366912764,0.0,0.008808365324512124,5.671875,0.2954274267871519,166.34705781936646,170.1953125,170.60287857055664,5e-06,46,0,0.8138137459754944,0.9984375238418579,0.0,0.8138137459754944,0.9984375238418579,0.0,-0.20495741069316864,1.2166597843170166,-2.4740960597991943,-0.20495741069316864,1.2166597843170166,-2.4740960597991943,731.328125,4096.0,86.0,0.015625,53.4765625,308.0,12.0,731.328125,4096.0,86.0,0.015625,0.0,285.5625,480.0,160.0,0.0,4,42,14.0,0.0625,0.9375,6.875,8,6.510509967803955,8.0,8,8,3.182701766490936e-05,0.11320957727730274,2.8792544696480036,0.5645183599262964,0.0,0.0,0.0,2.8792544696480036,0.0,298,2434,7.565499281510711,0.00010026432573795319,1.0117065832018852,0.0030064452439546585,6.316554047167301,14.924966720864177,3.9478763937950134e-05,0.08081934923096583,0.04852840342932116,2.309771856574621e-05,130162,14.924966720864177,4360.545736361395,
47,0.11611107736825943,0.001503753985161893,-0.0003118754793831613,3.820293568423949e-05,0.01842562499223277,6.359375,0.29900544226758713,166.34705781936646,170.1953125,171.21827697753906,5e-06,47,0,0.7761801481246948,0.996874988079071,0.0,0.7761801481246948,0.996874988079071,0.0,-0.266891211271286,1.6345584392547607,-2.4747860431671143,-0.266891211271286,1.6345584392547607,-2.4747860431671143,900.703125,3420.0,69.0,0.0,59.1328125,274.0,12.0,900.703125,3420.0,69.0,0.0,0.0,276.8125,554.0,174.0,0.0,4,42,14.890625,0.0,1.0,6.75,8,6.209441184997559,8.0,8,8,3.118440508842468e-05,0.10408546403050423,2.663642954081297,0.6193612220231444,0.0,0.0,0.0,2.663642954081297,0.0,292,2362,7.006718013435602,8.387491106987e-05,1.137063818052411,0.00305180624127388,7.31441867351532,15.486956037580967,3.958307206630707e-05,0.06077472472404894,0.04852920392189143,2.0247914977733046e-05,150722,15.486956037580967,4866.095042636361,
