step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
1064,0.07608248293399811,0.0011350700951879844,0.000501033934597217,5.435483899418614e-06,0.011023553190170787,0.716796875,0.3069880188299253,219.47975540161133,224.244140625,182.46207809448242,5e-06,1064,3,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.2768397331237793,0.7245674133300781,-2.4748666286468506,-0.2768397331237793,0.7245674133300781,-2.4748666286468506,728.5,4978.0,107.0,0.0,728.5,4978.0,107.0,0.0,0.0,1338.375,1789.0,784.0,0.0,3,61,13.21875,0.0625,0.9375,7.1875,8,7.1875,8.0,8,8,3.2821670174598694e-05,1.1163391713052988,38.039214780554175,6.914353384257993,0.0,0.0,0.0,38.039214780554175,0.0,1435,4978,40.29326775483787,9.5343217253685e-05,2.247837543487549,0.0037487931549549103,12.68020391650498,55.25136186555028,4.028156399726868e-05,0.4321086538567891,1.4169916672796002e-05,0.04792940700221114,264560,55.25136186555028,2394.1491310547726,,,,,,,
1065,0.0625668317079544,0.0005666460929205641,8.660657158543472e-05,0.0,0.004290770884836093,0.607421875,0.28836091450130763,219.47975540161133,224.244140625,183.4764633178711,5e-06,1065,3,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.1018078550696373,0.35355237126350403,-2.4748666286468506,-0.1018078550696373,0.35355237126350403,-2.4748666286468506,472.140625,4232.0,102.0,0.0,472.140625,4232.0,102.0,0.0,0.0,1070.125,1586.0,826.0,0.0,3,62,9.390625,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,3.357976675033569e-05,1.111393578350544,33.265331344679,4.494310587615473,0.0,0.0,0.0,33.265331344679,0.0,826,4232,35.28631348349154,9.206682443618774e-05,1.8174278512597084,0.003698272630572319,9.698437888175249,46.832706512883306,3.8880854845047e-05,0.58388181294456,1.873396803896621e-05,0.04912840225001393,197410,46.832706512883306,2107.608279543849,,,,,,,
1066,0.06438125669956207,0.0,-0.00012246764549672662,0.0,0.0,0.0,0.2957589591171818,219.47975540161133,224.244140625,184.28773498535156,5e-06,1066,3,0.75,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.609375,3616.0,93.0,0.0,563.609375,3616.0,93.0,0.0,0.0,1210.625,2008.0,891.0,0.0,3,51,10.8125,0.25,0.75,6.0,8,6.0,8.0,8,8,3.257952630519867e-05,1.001699524000287,29.444866083562374,5.318736288798391,0.0,0.0,0.0,29.444866083562374,0.0,1596,3616,31.635392205789685,0.00010299123823642731,2.0156921427696943,0.0037811752408742905,11.048254650086164,44.734675792977214,3.6735087633132935e-05,0.4385155970972483,1.6649678298184475e-05,0.04864886548813381,227102,44.734675792977214,2538.3217378279533,,,,,,,
1067,0.07000783085823059,0.0009141067275777459,-0.00021621985138153832,7.678255087739672e-06,0.011481176945380867,0.736328125,0.2982717711909715,219.47975540161133,224.244140625,182.02029418945312,5e-06,1067,3,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.25886043906211853,0.5400605201721191,-2.4748666286468506,-0.25886043906211853,0.5400605201721191,-2.4748666286468506,623.1875,5646.0,93.0,0.0,623.1875,5646.0,93.0,0.0,0.0,1215.6875,1634.0,785.0,0.0,3,61,10.15625,0.125,0.875,6.8125,8,6.8125,8.0,8,8,5.6395307183265686e-05,1.0152231380343437,45.35235404409468,5.81450889025291,0.0,0.0,0.0,45.35235404409468,0.0,1634,5646,47.573979714885354,9.769387543201447e-05,2.044030796736479,0.003889176994562149,11.525230450555682,61.180986262857914,4.698708653450012e-05,0.596404318961054,1.6523252135146103e-05,0.04896518952890559,235376,61.180986262857914,1923.6041650973953,,,,,,,
1068,0.0678178071975708,0.0,0.00017801243211579276,0.0,0.0,0.0,0.30001246658347047,219.47975540161133,224.244140625,182.78929138183594,5e-06,1068,3,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0546875,2674.0,98.0,0.0,544.0546875,2674.0,98.0,0.0,0.0,1285.3125,2031.0,788.0,0.0,3,37,10.703125,0.125,0.875,7.0,8,7.0,8.0,8,8,5.640089511871338e-05,1.0770269334316254,22.1024540476501,5.38305951183429,0.0,0.0,0.0,22.1024540476501,0.0,1582,2674,24.538711367174983,9.197928011417389e-05,2.007362637668848,0.003692513331770897,11.133593687787652,37.71093216724694,3.881193697452545e-05,0.3523702432139316,1.5769256495675574e-05,0.047547152523659784,234159,37.71093216724694,3104.6567472995807,,,,,,,
1069,0.06574828177690506,0.0010088892231578939,0.00018515614146963344,1.3250401025288738e-05,0.003200924678822048,0.7109375,0.2977675280531161,219.47975540161133,224.244140625,183.86335372924805,5e-06,1069,3,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.09611507505178452,1.20761239528656,-2.4748666286468506,-0.09611507505178452,1.20761239528656,-2.4748666286468506,685.125,4594.0,102.0,0.0,685.125,4594.0,102.0,0.0,0.0,1109.875,1857.0,832.0,0.0,3,62,13.15625,0.0625,0.9375,7.125,8,7.125,8.0,8,8,3.170035779476166e-05,1.1152292545884848,35.23135960660875,6.370500804725452,0.0,0.0,0.0,35.23135960660875,0.0,840,4594,37.06089683249593,9.334832429885864e-05,2.0250689163804054,0.0036531686782836914,11.146739514544606,50.262890197336674,4.293955862522125e-05,0.4226064681683991,1.5899933314257013e-05,0.048514708889905146,229760,50.262890197336674,2285.582853452531,,,,,,,
1070,0.07959595322608948,0.0007411327787849586,-0.0002868236515496392,0.0,0.009836547418672126,0.568359375,0.3022929642765966,219.47975540161133,224.244140625,184.80033493041992,5e-06,1070,3,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.190797358751297,1.20761239528656,-2.4748666286468506,-0.190797358751297,1.20761239528656,-2.4748666286468506,733.8671875,4985.0,116.0,0.0,733.8671875,4985.0,116.0,0.0,0.0,1201.6875,1860.0,783.0,0.0,3,61,12.703125,0.0625,0.9375,7.125,8,7.125,8.0,8,8,3.289058804512024e-05,1.298711834475398,39.58819259144366,6.9807365247106645,0.0,0.0,0.0,39.58819259144366,0.0,1860,4985,41.72160900942981,8.978880941867828e-05,2.1674498207867146,0.004046047106385231,11.966266494244337,55.88561801426113,3.861449658870697e-05,0.4441540321438209,1.633110302838427e-05,0.04829956889879087,247751,55.88561801426113,2216.5899636000972,,,,,,,
1071,0.06542269140481949,0.0009492405006312765,-2.5595523311494617e-05,1.9928319261452998e-05,0.008699497528141364,0.77734375,0.2999010760126868,219.47975540161133,224.244140625,182.25298309326172,5e-06,1071,3,0.71875,1.0,0.0,0.71875,1.0,0.0,-0.18814809620380402,0.5400605201721191,-2.4748666286468506,-0.18814809620380402,0.5400605201721191,-2.4748666286468506,712.4453125,4142.0,96.0,0.0,712.4453125,4142.0,96.0,0.0,0.0,1139.125,1679.0,819.0,0.0,3,62,13.78125,0.25,0.75,5.75,8,5.75,8.0,8,8,5.424022674560547e-05,1.0268242601305246,33.76899626292288,6.596319728385424,0.0,0.0,0.0,33.76899626292288,0.0,1079,4142,35.687163991853595,9.787827730178833e-05,2.190215440467,0.00454692542552948,11.49468089826405,49.40271574817598,4.513002932071686e-05,0.39133665952270014,1.918525839776828e-05,0.048500558640107216,237001,49.40271574817598,2398.6636808397566,,,,,,,
1072,0.0688696950674057,0.0,-9.472706778979045e-05,0.0,0.0,0.0,0.2981444432894253,219.47975540161133,224.244140625,182.90176391601562,5e-06,1072,3,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.3671875,1659.0,111.0,0.0,464.3671875,1659.0,111.0,0.0,0.0,1286.3125,1853.0,884.0,0.0,3,27,9.0625,0.125,0.875,7.0,8,7.0,8.0,8,8,3.271922469139099e-05,1.18244256824255,13.82105527818203,4.616661633612239,0.0,0.0,0.0,13.82105527818203,0.0,1649,1659,16.085593735799193,9.491853415966034e-05,1.9406284783035517,0.003823069855570793,10.676037520170212,28.732349893078208,4.1443854570388794e-05,0.27062355920858683,1.7060649906379187e-05,0.047642377827228764,224087,28.732349893078208,3899.559222164141,,,,,,,
1073,0.06619512289762497,0.000756970181100769,9.248406132655873e-05,1.9926154436689103e-05,0.003141656256048009,0.509765625,0.3025851139495854,219.47975540161133,224.244140625,184.03269958496094,5e-06,1073,3,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.047936055809259415,1.6201815605163574,-1.6201815605163574,-0.047936055809259415,1.6201815605163574,-1.6201815605163574,789.578125,4069.0,87.0,0.0,789.578125,4069.0,87.0,0.0,0.0,1203.3125,1713.0,810.0,0.0,3,62,15.203125,0.125,0.875,6.5,8,6.5,8.0,8,8,3.3659860491752625e-05,0.9457266256213188,33.26371599920094,7.243960332983988,0.0,0.0,0.0,33.26371599920094,0.0,1375,4069,35.36564337089658,9.746290743350983e-05,2.158612262457609,0.0040515754371881485,12.352496314793825,49.907111091539264,3.932788968086243e-05,0.34992622020161657,1.588292538785585e-05,0.048424071170151024,255090,49.907111091539264,2555.64782674072,,,,,,,
1074,0.0666273832321167,0.0010311842306691688,-0.00013091362689010566,1.6327521052517113e-05,0.010047642470453866,0.7265625,0.29979031086487024,219.47975540161133,224.244140625,183.54213333129883,5e-06,1074,3,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.2084052860736847,1.20761239528656,-2.4748666286468506,-0.2084052860736847,1.20761239528656,-2.4748666286468506,770.4453125,5739.0,107.0,0.0,770.4453125,5739.0,107.0,0.0,0.0,1283.5625,1957.0,779.0,0.0,3,62,13.578125,0.0625,0.9375,7.0625,8,7.0625,8.0,8,8,3.3468008041381836e-05,1.1046897675842047,45.594819689169526,7.154977937316289,0.0,0.0,0.0,45.594819689169526,0.0,867,5739,47.74276869185269,9.518489241600037e-05,2.2380517534911633,0.0037118569016456604,12.865297997370362,62.87600173614919,4.054419696331024e-05,0.48412310952323323,1.4118194618165173e-05,0.048933670063368344,262913,62.87600173614919,2090.726133503841,,,,,,,
1075,0.07164565473794937,0.000804273701760394,-3.566510429209302e-06,2.5497041633570916e-06,-0.003299951131339185,0.5732421875,0.31677255260140963,219.47975540161133,224.244140625,184.6454315185547,5e-06,1075,3,0.78125,1.0,0.0,0.78125,1.0,0.0,-0.13356493413448334,0.7245674133300781,-2.4748666286468506,-0.13356493413448334,0.7245674133300781,-2.4748666286468506,1172.6796875,6823.0,98.0,0.0,1172.6796875,6823.0,98.0,0.0,0.0,1184.3125,1897.0,793.0,0.0,3,62,17.84375,0.1875,0.8125,6.25,8,6.25,8.0,8,8,5.416013300418854e-05,0.9940580800175667,57.5213387273252,10.423458712728461,0.0,0.0,0.0,57.5213387273252,0.0,867,6823,59.79422287270427,9.758584201335907e-05,2.5350118838250637,0.003679264336824417,14.795872177928686,77.15959760732949,3.778189420700073e-05,0.3983546156486164,1.2195310949218306e-05,0.049042483892436685,301695,77.15959760732949,1955.006307415875,,,,,,,
1076,0.07195590436458588,0.0009711791717563756,-1.4824705885985168e-05,7.26664893591078e-06,0.008849075325997546,0.638671875,0.307339500977737,219.47975540161133,224.244140625,186.01357650756836,5e-06,1076,3,0.8359375,1.0,0.0,0.8359375,1.0,0.0,-0.2686474621295929,0.935412585735321,-2.4748666286468506,-0.2686474621295929,0.935412585735321,-2.4748666286468506,921.984375,8192.0,104.0,0.0078125,921.984375,8192.0,104.0,0.0078125,0.0,1180.5625,1642.0,871.0,0.0,3,62,14.3203125,0.125,0.875,6.6875,8,6.6875,8.0,8,8,5.1878392696380615e-05,1.1305006127804518,66.52958133071661,8.474493485380663,0.0,0.0,0.0,66.52958133071661,0.0,1210,8192,68.59220448508859,0.00010085292160511017,2.2685390170663595,0.003734501078724861,13.14605313539505,84.03689385019243,4.759989678859711e-05,0.5812209101046366,1.3876403910156808e-05,0.04884720590130664,269126,84.03689385019243,1601.237192796267,,,,,,,
1077,0.07216589897871017,0.0008182523069990566,-0.00017871261248103565,2.0771019535459345e-06,0.005306083723553456,0.623046875,0.31036840288972223,219.47975540161133,224.244140625,182.79339981079102,5e-06,1077,3,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.1806420534849167,0.5400605201721191,-2.4748666286468506,-0.1806420534849167,0.5400605201721191,-2.4748666286468506,895.0,5720.0,114.0,0.0,895.0,5720.0,114.0,0.0,0.0,1335.5,1992.0,788.0,0.0,3,62,14.3125,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,3.2803043723106384e-05,1.2615829966962337,47.26091795787215,8.451782689415268,0.0,0.0,0.0,47.26091795787215,0.0,1037,5720,49.386309031397104,0.00011525116860866547,2.3702144864946604,0.003938108682632446,13.589284677058458,65.37573141604662,3.740936517715454e-05,0.4310955746455753,1.3793532429081365e-05,0.04759752815042331,285504,65.37573141604662,2183.5625683716817,,,,,,,
1078,0.061521898955106735,0.0005132164806127548,-0.00014262741201775953,4.301445187593345e-06,0.0024971941602416337,0.70703125,0.29112418525964295,219.47975540161133,224.244140625,183.42007446289062,5e-06,1078,3,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.04467339813709259,0.35355237126350403,-2.4748666286468506,-0.04467339813709259,0.35355237126350403,-2.4748666286468506,519.3828125,3222.0,74.0,0.0,519.3828125,3222.0,74.0,0.0,0.0,1126.9375,1734.0,785.0,0.0,3,62,11.03125,0.125,0.875,6.9375,8,6.9375,8.0,8,8,3.2398849725723267e-05,0.8095331583172083,24.086639266461134,4.916105016876827,0.0,0.0,0.0,24.086639266461134,0.0,984,3222,26.14732646383345,8.856318891048431e-05,1.8861161470413208,0.004890067502856255,10.287132477387786,38.35144084878266,4.029273986816406e-05,0.39330525208455724,2.3205479563117816e-05,0.04881688081558678,210729,38.35144084878266,2747.3413688796113,,,,,,,
1079,0.06698888540267944,0.000654450741421897,2.875123584544781e-05,4.087789784534834e-05,0.006792985484935343,0.8359375,0.28700655513100437,219.47975540161133,224.244140625,183.04961013793945,5e-06,1079,3,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.13096626102924347,0.7245674133300781,-1.20761239528656,-0.13096626102924347,0.7245674133300781,-1.20761239528656,444.953125,3790.0,95.0,0.0,444.953125,3790.0,95.0,0.0,0.0,1080.75,1456.0,784.0,0.0,3,62,8.734375,0.25,0.75,5.8125,8,5.8125,8.0,8,8,5.883350968360901e-05,1.0080489180982113,29.61336115002632,4.16063817498798,0.0,0.0,0.0,29.61336115002632,0.0,868,3790,31.55430617928505,9.007938206195831e-05,1.7720180433243513,0.004874378442764282,9.606954351067543,42.965383207425475,4.278495907783508e-05,0.5540314320203155,2.4959692983584835e-05,0.04919327334255488,195290,42.965383207425475,2272.643526268481,,,,,,,
1080,0.06204260513186455,0.0,-0.0003116772571729598,0.0,0.0,0.0,0.29125890687239875,219.47975540161133,224.244140625,183.12020874023438,5e-06,1080,3,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.9140625,1219.0,58.0,0.0,340.9140625,1219.0,58.0,0.0,0.0,1244.6875,2035.0,800.0,0.0,3,24,6.640625,0.125,0.875,7.0,8,7.0,8.0,8,8,3.102608025074005e-05,0.6211452521383762,10.861469892784953,3.357329825666966,0.0,0.0,0.0,10.861469892784953,0.0,888,1219,12.628638850525022,9.16067510843277e-05,1.791065951809287,0.004255969077348709,9.812290504574776,24.262714253738523,4.1171908378601074e-05,0.289402086544103,2.096980679330454e-05,0.04834664734192354,202957,24.262714253738523,4182.4875378220995,,,,,,,
1081,0.06295297294855118,0.000987271974736359,-0.0002322965574421687,0.0,0.006889973679790273,0.912109375,0.29901780881044193,219.47975540161133,224.244140625,181.76467514038086,5e-06,1081,3,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.18766187131404877,0.5400605201721191,-2.4748666286468506,-0.18766187131404877,0.5400605201721191,-2.4748666286468506,525.4453125,4172.0,98.0,0.0,525.4453125,4172.0,98.0,0.0,0.0,1275.0,1913.0,859.0,0.0,3,62,10.0,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,3.230199217796326e-05,1.0467301290482283,34.0802819468081,5.026060868622153,0.0,0.0,0.0,34.0802819468081,0.0,1079,4172,36.05024368315935,8.613429963588715e-05,1.999220184981823,0.003698708489537239,11.05040985159576,49.12964185141027,3.816373646259308e-05,0.5360073105127995,1.604945169613958e-05,0.04794998568755021,230457,49.12964185141027,2345.3967026363,,,,,,,
1082,0.0629265233874321,0.0010964099565171637,0.0001565049800547058,1.2659215144594782e-05,0.0037963176146149635,0.791015625,0.2968937352302669,219.47975540161133,224.244140625,181.92622756958008,5e-06,1082,3,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.1499081701040268,1.20761239528656,-2.4748666286468506,-0.1499081701040268,1.20761239528656,-2.4748666286468506,567.5859375,3677.0,85.0,0.0,567.5859375,3677.0,85.0,0.0,0.0,1281.9375,1998.0,826.0,0.0,3,62,11.25,0.125,0.875,6.625,8,6.625,8.0,8,8,3.137998282909393e-05,0.9213722813874483,29.622620357200503,5.176246072413051,0.0,0.0,0.0,29.622620357200503,0.0,888,3677,31.68261464126408,0.00010498799383640289,2.069925047457218,0.0037259813398122787,11.506433736532927,45.28872168622911,3.828294575214386e-05,0.43609330417012954,1.5738772824977205e-05,0.04860387910962252,236739,45.28872168622911,2613.663967380039,,,,,,,
1083,0.06417752802371979,0.0005666080705850618,0.00013070129466541403,5.469980806083186e-06,0.00489578275301028,0.9609375,0.28985725014267094,219.47975540161133,224.244140625,181.60095596313477,5e-06,1083,3,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.12573270499706268,0.35355237126350403,-2.4748666286468506,-0.12573270499706268,0.35355237126350403,-2.4748666286468506,388.8984375,3434.0,114.0,0.0,388.8984375,3434.0,114.0,0.0,0.0,1217.3125,1773.0,806.0,0.0,3,62,7.484375,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,5.2619725465774536e-05,1.2438046168535948,24.719349402934313,3.7299699771683663,0.0,0.0,0.0,24.719349402934313,0.0,880,3434,26.76126503944397,9.98564064502716e-05,1.820263909175992,0.0035906974226236343,10.029370993375778,38.644266713410616,3.761798143386841e-05,0.5376014994162994,1.746490635775984e-05,0.04878217365877467,205595,38.644266713410616,2660.097053008033,,,,,,,
1084,0.06591293215751648,0.0011305775551591069,-0.00030657503100428585,4.506453024077928e-06,0.005696198670193553,0.708984375,0.3070602774251275,219.47975540161133,224.244140625,183.9510154724121,5e-06,1084,3,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.1584879457950592,0.5400605201721191,-1.6201815605163574,-0.1584879457950592,0.5400605201721191,-1.6201815605163574,817.6796875,4824.0,104.0,0.0,817.6796875,4824.0,104.0,0.0,0.0,1242.375,1899.0,784.0,0.0,3,62,15.578125,0.0,1.0,7.75,8,7.75,8.0,8,8,5.405209958553314e-05,1.088282661512494,40.35317266918719,7.693590501236031,0.0,0.0,0.0,40.35317266918719,0.0,1011,4824,42.42322278395295,8.616410195827484e-05,2.248267998918891,0.0036508720368146896,12.546255834400654,57.24683425202966,3.890320658683777e-05,0.4053316146484713,1.3845476025798351e-05,0.04758010760636912,263687,57.24683425202966,2303.0705841227464,,,,,,,
1085,0.05957867577672005,0.000757863097533118,0.00013392006940193824,3.4526572108006803e-06,0.0077294339425861835,0.611328125,0.29815282067788573,219.47975540161133,224.244140625,181.30996322631836,5e-06,1085,3,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.15744568407535553,0.7245674133300781,-1.6201815605163574,-0.15744568407535553,0.7245674133300781,-1.6201815605163574,557.796875,3655.0,87.0,0.0,557.796875,3655.0,87.0,0.0,0.0,1248.3125,1636.0,874.0,0.0,3,62,11.953125,0.1875,0.8125,6.1875,8,6.1875,8.0,8,8,3.188289701938629e-05,0.9263925831764936,28.831854658201337,5.120427335306886,0.0,0.0,0.0,28.831854658201337,0.0,1090,3655,30.85527971945703,9.101629257202148e-05,2.012506129220128,0.004077505320310593,11.150694064795971,44.04872042313218,4.080682992935181e-05,0.4321588800730697,1.7637641859273614e-05,0.04823340080454348,231182,44.04872042313218,2624.162493022099,,,,,,,
1086,0.060192666947841644,0.0,0.0002456914701269852,0.0,0.0,0.0,0.2889355378549093,219.47975540161133,224.244140625,181.42165756225586,5e-06,1086,3,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.4921875,1943.0,75.0,0.0,402.4921875,1943.0,75.0,0.0,0.0,1199.0625,1798.0,783.0,0.0,3,40,8.671875,0.0625,0.9375,7.5,8,7.5,8.0,8,8,3.230385482311249e-05,0.804537009447813,15.604499999433756,3.9157534731639316,0.0,0.0,0.0,15.604499999433756,0.0,1090,1943,17.518869817256927,9.041093289852142e-05,1.8310767281800508,0.0038689933717250824,10.007003298029304,29.387228589504957,4.055723547935486e-05,0.34004677531118477,1.8873230463197785e-05,0.0488148883556959,204999,29.387228589504957,3487.892697598765,,,,,,,
1087,0.06385158002376556,0.0003285532966401661,0.00013612133739115961,3.363470113981748e-06,0.0034252906407346018,0.595703125,0.29981142641662384,219.47975540161133,224.244140625,181.5958251953125,5e-06,1087,3,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.060086168348789215,0.35355237126350403,-2.4748666286468506,-0.060086168348789215,0.35355237126350403,-2.4748666286468506,631.140625,3273.0,94.0,0.0,631.140625,3273.0,94.0,0.0,0.0,1194.75,1753.0,780.0,0.0,3,61,12.234375,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,5.398690700531006e-05,1.0274222008883953,24.758323399350047,6.066241729640751,0.0,0.0,0.0,24.758323399350047,0.0,1646,3273,26.92482426390052,9.244121611118317e-05,2.0050345696508884,0.0038497745990753174,11.25541427358985,40.21578929759562,3.786943852901459e-05,0.3332857706025861,1.6472160842205932e-05,0.04815892190279508,233714,40.21578929759562,2905.749260203791,,,,,,,
1088,0.0574733205139637,0.0,0.0002928753500697212,0.0,0.0,0.0,0.29343228860918785,219.47975540161133,224.244140625,182.24306869506836,5e-06,1088,3,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.421875,2018.0,75.0,0.0,468.421875,2018.0,75.0,0.0,0.0,1141.0,1666.0,819.0,0.0,3,56,10.9375,0.0625,0.9375,7.5,8,7.5,8.0,8,8,3.2573938369750977e-05,0.8077570479363203,15.717042244970798,4.479434838096495,0.0,0.0,0.0,15.717042244970798,0.0,967,1961,17.696175061166286,9.756907820701599e-05,1.852302212268114,0.00371401384472847,9.917887795716524,29.496671395376325,6.0189515352249146e-05,0.2951428510151487,1.8028668314167886e-05,0.04814368414374593,206006,29.496671395376325,3492.0211375493022,,,,,,,
1089,0.07124726474285126,0.0,-0.00019683637083289796,0.0,0.0,0.0,0.3021195549829624,219.47975540161133,224.244140625,183.83572006225586,5e-06,1089,3,0.75,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.8515625,7053.0,76.0,0.0,643.8515625,7053.0,76.0,0.0,0.0,1172.9375,1734.0,806.0,0.0,3,62,10.40625,0.25,0.75,6.0,8,6.0,8.0,8,8,4.318729043006897e-05,0.8596269991248846,58.22853806987405,5.7846953470871085,0.0,0.0,0.0,58.22853806987405,0.0,867,7053,60.22000567428768,9.284727275371552e-05,2.0358761120587587,0.003667110577225685,11.408063562586904,73.69337642006576,4.3803825974464417e-05,0.7307100296590062,1.5769195211442257e-05,0.04905660124355256,232549,73.69337642006576,1577.8148003046301,,,,,,,
1090,0.06619243323802948,0.0011430919403210282,0.0002350645704609633,1.5872970379859908e-05,0.011364731370122172,0.837890625,0.3029046280922031,219.47975540161133,224.244140625,182.20266342163086,5e-06,1090,3,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.2567621171474457,0.7245674133300781,-2.4748666286468506,-0.2567621171474457,0.7245674133300781,-2.4748666286468506,804.984375,5384.0,114.0,0.0,804.984375,5384.0,114.0,0.0,0.0,1231.8125,1868.0,783.0,0.0,3,62,14.9375,0.0,1.0,7.625,8,7.625,8.0,8,8,3.106333315372467e-05,1.1907216291874647,44.16516276076436,7.534814696191461,0.0,0.0,0.0,44.16516276076436,0.0,1123,5384,46.195003580302,8.940696716308594e-05,2.2253610230982304,0.0040064845234155655,12.669229628518224,61.1200117431581,3.889203071594238e-05,0.4483297771725189,1.5367590515958594e-05,0.048595104248084935,260710,61.1200117431581,2132.7711870832914,,,,,,,
1091,0.07168399542570114,0.0006819869922765065,-2.984936429584195e-05,5.300479415382142e-06,0.012136899182223715,0.6875,0.2998026582300059,219.47975540161133,224.244140625,182.73640060424805,5e-06,1091,3,0.734375,1.0,0.0,0.734375,1.0,0.0,-0.33275195956230164,0.35355237126350403,-2.4748666286468506,-0.33275195956230164,0.35355237126350403,-2.4748666286468506,580.21875,5957.0,96.0,0.0,580.21875,5957.0,96.0,0.0,0.0,1281.125,1888.0,878.0,0.0,3,61,11.0,0.25,0.75,5.875,8,5.875,8.0,8,8,5.4448843002319336e-05,0.9913817439228296,49.529500130563974,5.531875597225735,0.0,0.0,0.0,49.529500130563974,0.0,1749,5957,52.032714650034904,9.651482105255127e-05,2.0623783823102713,0.0036864764988422394,11.477222103625536,65.60369169153273,3.8547441363334656e-05,0.7006074574518623,1.547301386281013e-05,0.04817261598486282,238252,65.60369169153273,1815.8429339636573,,,,,,,
