step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
1092,0.07095744460821152,0.0006586122326552868,0.00018433083968716346,2.75112256531429e-06,0.0034852054668590426,0.64453125,0.29622121196293505,219.47975540161133,224.244140625,184.1711540222168,5e-06,1092,3,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.0912453755736351,2.4748666286468506,-0.35355237126350403,-0.0912453755736351,2.4748666286468506,-0.35355237126350403,587.0859375,7313.0,75.0,0.0,587.0859375,7313.0,75.0,0.0,0.0,1252.9375,2031.0,783.0,0.0,3,62,10.5,0.1875,0.8125,6.0625,8,6.0625,8.0,8,8,5.427934229373932e-05,0.7962207924574614,58.7815608214587,5.444345958545455,0.0,0.0,0.0,58.7815608214587,0.0,819,7313,60.848458932712674,9.285658597946167e-05,2.067999368533492,0.004078948870301247,11.614759648218751,74.5636283159256,5.9235841035842896e-05,0.8097257233517329,1.731868594702533e-05,0.049314757574499095,235523,74.5636283159256,1579.342404061204,,,,,,,
1093,0.06821051985025406,0.0003165642146996106,0.0002494193081474805,0.0,0.0092904311750317,0.376953125,0.2927711728114932,219.47975540161133,224.244140625,182.3164176940918,5e-06,1093,3,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.29446667432785034,0.35355237126350403,-2.4748666286468506,-0.29446667432785034,0.35355237126350403,-2.4748666286468506,500.34375,7784.0,90.0,0.0,500.34375,7784.0,90.0,0.0,0.0,1271.6875,1640.0,971.0,0.0,3,61,9.3125,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,4.8121437430381775e-05,0.988751407712698,62.147729059681296,4.548236439106404,0.0,0.0,0.0,62.147729059681296,0.0,1552,7784,64.44279114156961,0.00010207481682300568,2.058670500293374,0.004156142473220825,11.27333857305348,77.8104350976646,3.9540231227874756e-05,1.0062268306409596,1.832352734865014e-05,0.049701695498869054,226820,77.8104350976646,1457.516589614905,,,,,,,
1094,0.06530564278364182,0.001111206023779232,6.467859435588252e-05,1.1369080766598927e-05,0.008193790868972428,0.66796875,0.30382590810547805,219.47975540161133,224.244140625,183.53349685668945,5e-06,1094,3,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.2067616581916809,1.6201815605163574,-2.4748666286468506,-0.2067616581916809,1.6201815605163574,-2.4748666286468506,824.2421875,5365.0,112.0,0.0,824.2421875,5365.0,112.0,0.0,0.0,1215.6875,2006.0,826.0,0.0,3,62,14.375,0.0625,0.9375,6.875,8,6.875,8.0,8,8,4.582852125167847e-05,1.1750150918960571,40.80941008403897,7.699211284474586,0.0,0.0,0.0,40.80941008403897,0.0,1304,5365,42.99633056484163,0.00010671094059944153,2.26798034273088,0.004261398687958717,12.624610092490911,57.92384516261518,3.9633363485336304e-05,0.407536568295135,1.6320257239100297e-05,0.048349591141280575,261111,57.92384516261518,2253.916321222788,,,,,,,
1095,0.06115191802382469,0.000584781046200078,0.00017139251022513236,5.7286893024866e-06,0.0035316257053636946,0.58203125,0.3010087859821542,219.47975540161133,224.244140625,184.1934356689453,5e-06,1095,3,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.08622302114963531,0.935412585735321,-2.4748666286468506,-0.08622302114963531,0.935412585735321,-2.4748666286468506,694.140625,3265.0,126.0,0.0,694.140625,3265.0,126.0,0.0,0.0,1219.3125,1801.0,802.0,0.0,3,62,14.21875,0.0625,0.9375,7.1875,8,7.1875,8.0,8,8,6.0345977544784546e-05,1.3561029508709908,26.22424878925085,6.643993290606886,0.0,0.0,0.0,26.22424878925085,0.0,957,3265,28.255308967083693,0.00010513141751289368,2.0863892193883657,0.004231644794344902,11.651749672368169,42.03091652877629,3.8353726267814636e-05,0.318011355847875,1.7277520167011956e-05,0.047573307715795925,244922,42.03091652877629,2913.593376346138,,,,,,,
1096,0.0643870085477829,0.0,-0.00012912263264297508,0.0,0.0,0.0,0.2881681190936477,219.47975540161133,224.244140625,183.78338241577148,5e-06,1096,3,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.234375,960.0,99.0,0.0,293.234375,960.0,99.0,0.0,0.0,1238.25,1997.0,815.0,0.0,3,24,6.234375,0.125,0.875,7.0,8,7.0,8.0,8,8,3.2646581530570984e-05,1.0311988461762667,8.076573807746172,2.921693844764377,0.0,0.0,0.0,8.076573807746172,0.0,1091,960,10.024156970903277,0.00010160915553569794,1.7996048592031002,0.004040643572807312,9.536096835508943,21.392142966389656,3.949180245399475e-05,0.26706871026011825,2.061237347756625e-05,0.04864610945012979,196030,21.392142966389656,4581.822408068076,,,,,,,
1097,0.0669512152671814,0.001977061590878293,-1.9127942323393654e-05,5.627588507195469e-06,0.01222621212946251,0.966796875,0.3061736618319686,219.47975540161133,224.244140625,182.5721664428711,5e-06,1097,3,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.37390509247779846,0.5400605201721191,-2.4748666286468506,-0.37390509247779846,0.5400605201721191,-2.4748666286468506,764.5,5475.0,110.0,0.0,764.5,5475.0,110.0,0.0,0.0,1312.4375,1932.0,786.0,0.0,3,62,12.890625,0.0,1.0,7.625,8,7.625,8.0,8,8,3.329664468765259e-05,1.1215107422322035,44.008625254034996,7.2059141083591385,0.0,0.0,0.0,44.008625254034996,0.0,1046,5475,46.14295577816665,9.597837924957275e-05,2.258945722132921,0.004074618220329285,12.767292104661465,61.20262259989977,3.8543716073036194e-05,0.4715393616964382,1.53268718227306e-05,0.0480247814715983,265848,61.20262259989977,2171.867713397917,,,,,,,
1098,0.06012357026338577,0.0,6.145688030301244e-05,0.0,0.0,0.0,0.28599369893829024,219.47975540161133,224.244140625,183.44150161743164,5e-06,1098,3,0.8125,1.0,0.0,0.8125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.3671875,3263.0,94.0,0.0,445.3671875,3263.0,94.0,0.0,0.0,1134.75,1785.0,798.0,0.0,3,44,9.375,0.1875,0.8125,6.5,8,6.5,8.0,8,8,3.319792449474335e-05,0.967659916728735,26.678824082016945,4.101719158628839,0.0,0.0,0.0,26.678824082016945,0.0,888,3263,28.825280314311385,0.00010321475565433502,1.810555750504136,0.003960724920034409,10.023658456280828,40.692777344956994,4.167109727859497e-05,0.5056445754786497,1.9582828212080833e-05,0.04955950881946467,202255,40.692777344956994,2485.14617576312,,,,,,,
1099,0.07286074012517929,0.0007969105281517841,-4.427849376043014e-05,4.261376716385712e-06,0.0031502990750595927,0.5048828125,0.3027038425450709,219.47975540161133,224.244140625,184.3006706237793,5e-06,1099,3,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.09313111007213593,0.935412585735321,-1.6201815605163574,-0.09313111007213593,0.935412585735321,-1.6201815605163574,808.6875,4447.0,95.0,0.0,808.6875,4447.0,95.0,0.0,0.0,1149.8125,1691.0,788.0,0.0,3,61,15.3125,0.125,0.875,6.625,8,6.625,8.0,8,8,5.7678669691085815e-05,1.0230356976389885,37.71674626506865,7.400318475760287,0.0,0.0,0.0,37.71674626506865,0.0,1271,4447,39.806315219029784,0.00011039711534976959,2.130442863330245,0.003919709473848343,12.128565480932593,54.103177009150386,4.03672456741333e-05,0.38455749303491177,1.5635808151360826e-05,0.04838111708950007,250688,54.103177009150386,2316.758588479948,,,,,,,
1100,0.06354222446680069,0.000455639496067306,-0.0002766093997479402,3.5076889162155567e-06,0.0027301616210024804,0.630859375,0.2953466259418577,219.47975540161133,224.244140625,182.0239028930664,5e-06,1100,3,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.08288036286830902,0.7245674133300781,-1.20761239528656,-0.08288036286830902,0.7245674133300781,-1.20761239528656,524.96875,3131.0,105.0,0.0,524.96875,3131.0,105.0,0.0,0.0,1198.9375,1828.0,800.0,0.0,3,62,9.625,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,5.912967026233673e-05,1.1299858782440424,23.594113254919648,4.997047854252742,0.0,0.0,0.0,23.594113254919648,0.0,1034,3131,25.544296020641923,0.00010097771883010864,1.9459541235119104,0.0037758760154247284,10.634251473471522,38.15444177389145,3.8139522075653076e-05,0.38014608043100667,1.7111737584631236e-05,0.04819292791385626,220660,38.15444177389145,2891.6685678126546,,,,,,,
1101,0.05782020464539528,0.000775820126364124,1.1200576864212053e-05,4.490587798500201e-06,0.003616497211623937,0.939453125,0.2965273256043507,219.47975540161133,224.244140625,182.30157089233398,5e-06,1101,3,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.054940592497587204,0.35355237126350403,-2.4748666286468506,-0.054940592497587204,0.35355237126350403,-2.4748666286468506,554.078125,2585.0,108.0,0.0,554.078125,2585.0,108.0,0.0,0.0,1233.4375,1926.0,788.0,0.0,3,62,11.84375,0.125,0.875,6.875,8,6.875,8.0,8,8,3.0055642127990723e-05,1.0880300849676132,19.832012271508574,5.33554373930383,0.0,0.0,0.0,19.832012271508574,0.0,986,2585,21.888535318896174,0.00010797195136547089,1.9671676997095346,0.004035580903291702,11.032924303784966,34.91831417195499,3.814138472080231e-05,0.3086282862707788,1.7637874246255288e-05,0.048220401499047064,228802,34.91831417195499,3276.2463684997247,,,,,,,
1102,0.06640268862247467,0.000551553666809923,-3.317526807222748e-05,0.0,0.01011902005848242,0.705078125,0.28798917826350434,219.47975540161133,224.244140625,182.87571334838867,5e-06,1102,3,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.18641677498817444,0.35355237126350403,-2.4748666286468506,-0.18641677498817444,0.35355237126350403,-2.4748666286468506,426.828125,4864.0,106.0,0.0,426.828125,4864.0,106.0,0.0,0.0,1241.375,1803.0,787.0,0.0,3,61,8.453125,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,3.304891288280487e-05,1.2308908104896545,36.64748336747289,4.135317511405447,0.0,0.0,0.0,36.64748336747289,0.0,1597,4864,38.92925165221095,9.505264461040497e-05,1.9070689491927624,0.003704329952597618,10.519703907892108,51.38666919991374,3.873743116855621e-05,0.7125462468830939,1.734805391559789e-05,0.049265695255430654,213530,51.38666919991374,2077.6789323441735,,,,,,,
1103,0.061822716146707535,0.0008214304689317942,0.00013059001685178373,5.7051574913202785e-06,0.0077736951352562755,0.61328125,0.2948734576283474,219.47975540161133,224.244140625,182.7338409423828,5e-06,1103,3,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.17387916147708893,0.5400605201721191,-2.4748666286468506,-0.17387916147708893,0.5400605201721191,-2.4748666286468506,676.765625,5040.0,75.0,0.0,676.765625,5040.0,75.0,0.0,0.0,1060.0,1757.0,786.0,0.0,3,62,12.796875,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,7.983483374118805e-05,0.7736327722668648,41.350961066782475,6.28297491108242,0.0,0.0,0.0,41.350961066782475,0.0,1047,5040,43.346232986077666,9.127333760261536e-05,1.961911354213953,0.00361047126352787,10.86035966873169,56.199150113388896,3.923289477825165e-05,0.5003836375462063,1.624099782969362e-05,0.04885320085257119,222306,56.199150113388896,1977.841297879679,,,,,,,
1104,0.06424182653427124,0.0010282723960699514,0.00019286075394120417,8.424315637967084e-06,0.007705479685682803,2.15234375,0.30078469323469764,219.47975540161133,224.244140625,181.27742767333984,5e-06,1104,3,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.1361745297908783,0.5400605201721191,-2.4748666286468506,-0.1361745297908783,0.5400605201721191,-2.4748666286468506,564.0546875,4192.0,102.0,0.0,564.0546875,4192.0,102.0,0.0,0.0,1280.4375,2025.0,826.0,0.0,3,62,10.328125,0.25,0.75,5.8125,8,5.8125,8.0,8,8,3.404542803764343e-05,1.1381741110235453,32.9159783963114,5.323415711871348,0.0,0.0,0.0,32.9159783963114,0.0,826,4192,34.95839671231806,0.00011709332466125488,2.034810284152627,0.0037311911582946777,11.253449104726315,48.27667695097625,4.6508386731147766e-05,0.48419502641751355,1.5803770339459445e-05,0.04766491922627042,236095,48.27667695097625,2445.2283681388067,,,,,,,
1105,0.06561970710754395,0.0011545841116458178,-8.341453576576896e-05,3.3065284696931485e-06,0.01146734642679803,0.9296875,0.2938720347385702,219.47975540161133,224.244140625,181.3525390625,5e-06,1105,3,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.2588357925415039,0.5400605201721191,-2.4748666286468506,-0.2588357925415039,0.5400605201721191,-2.4748666286468506,595.2265625,4523.0,113.0,0.0,595.2265625,4523.0,113.0,0.0,0.0,1117.5,1938.0,786.0,0.0,3,62,13.1875,0.0,1.0,7.75,8,7.75,8.0,8,8,3.259815275669098e-05,1.1887936536222696,34.37937228940427,5.543151291378308,0.0,0.0,0.0,34.37937228940427,0.0,1082,4339,36.3350484687835,9.034574031829834e-05,1.9590002559125423,0.004088969901204109,10.71619645319879,49.04048671387136,3.683008253574371e-05,0.47690675122108833,1.8651592176236305e-05,0.048881290582900944,219229,49.04048671387136,2235.183770494573,,,,,,,
1106,0.08077430725097656,0.0004974216462869663,0.00021801753314321104,2.0038473849126603e-06,0.003710081451572478,0.587890625,0.3001998750999282,219.47975540161133,224.244140625,181.423828125,5e-06,1106,3,0.671875,1.0,0.0,0.671875,1.0,0.0,-0.07850124686956406,0.35355237126350403,-2.4748666286468506,-0.07850124686956406,0.35355237126350403,-2.4748666286468506,857.515625,8192.0,93.0,0.0078125,857.515625,8192.0,93.0,0.0078125,0.0,1079.1875,1644.0,791.0,0.0,3,62,13.2421875,0.3125,0.6875,5.375,8,5.375,8.0,8,8,3.127008676528931e-05,0.9991789627820253,66.61781723052263,7.693157962843543,0.0,0.0,0.0,66.61781723052263,0.0,819,8192,68.53996912389994,9.232573211193085e-05,2.1596804801374674,0.0035552959889173508,12.42461314611137,83.15352821350098,3.7433579564094543e-05,0.6244416931533676,1.4341769554080108e-05,0.05011986037044014,247898,83.15352821350098,1490.6042192431637,,,,,,,
1107,0.06925760954618454,0.0,-0.00032249914022486337,0.0,0.0,0.0,0.2932598244804707,219.47975540161133,224.244140625,181.13583374023438,5e-06,1107,3,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.484375,2009.0,90.0,0.0,396.484375,2009.0,90.0,0.0,0.0,1267.5625,2042.0,835.0,0.0,3,43,7.53125,0.125,0.875,7.0,8,7.0,8.0,8,8,6.175786256790161e-05,0.9720321390777826,16.771647648885846,3.8433455364283873,0.0,0.0,0.0,16.771647648885846,0.0,1698,2009,18.972303062677383,9.908713400363922e-05,1.8703328873962164,0.0040796250104904175,10.331296818330884,31.204553911462426,3.8428232073783875e-05,0.373838483993643,1.9153348906987003e-05,0.04850419636959447,212998,31.204553911462426,3412.9313401554355,,,,,,,
1108,0.06744749844074249,0.0012912034726468846,-9.397512098985317e-05,5.217899342824239e-06,0.013163643816369586,0.826171875,0.301467003911224,219.47975540161133,224.244140625,183.20686721801758,5e-06,1108,3,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.32489049434661865,0.935412585735321,-2.4748666286468506,-0.32489049434661865,0.935412585735321,-2.4748666286468506,723.4765625,7026.0,102.0,0.0,723.4765625,7026.0,102.0,0.0,0.0,1172.5,1994.0,786.0,0.0,3,62,12.734375,0.0625,0.9375,7.1875,8,7.1875,8.0,8,8,5.806051194667816e-05,1.115019053220749,58.13695093244314,6.812124293399393,0.0,0.0,0.0,58.13695093244314,0.0,993,6993,60.37041695415974,0.00011732801795005798,2.065347356721759,0.004230892285704613,11.872976345941424,74.3430638462305,4.141032695770264e-05,0.6519131467432615,1.7433678578011053e-05,0.0489234041903761,242685,74.3430638462305,1632.1966532208312,,,,,,,
1109,0.06433863937854767,0.0018572960907476954,-0.0003993207317307679,2.788930146380153e-05,0.006009787481161766,0.9765625,0.29704876567418387,219.47975540161133,224.244140625,182.49674224853516,5e-06,1109,3,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.23365409672260284,1.6201815605163574,-2.4748666286468506,-0.23365409672260284,1.6201815605163574,-2.4748666286468506,647.171875,4764.0,102.0,0.0,647.171875,4764.0,102.0,0.0,0.0,1105.75,1825.0,786.0,0.0,3,62,13.0,0.1875,0.8125,5.9375,8,5.9375,8.0,8,8,3.4363940358161926e-05,1.113494399935007,34.89514888077974,5.739555439344258,0.0,0.0,0.0,34.89514888077974,0.0,840,4764,36.89022156968713,0.00010017119348049164,1.9656233228743076,0.004085566848516464,10.975528752431273,49.864777471870184,3.848038613796234e-05,0.445329698564513,1.8208735631207112e-05,0.048916223592890766,224374,49.864777471870184,2249.824539240893,,,,,,,
1110,0.06539960950613022,0.0003732536242750939,0.00025744352979018004,0.0,0.004520216694800183,0.55078125,0.2958707307374367,219.47975540161133,224.244140625,183.5981330871582,5e-06,1110,3,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.0853491872549057,0.5400605201721191,-1.6201815605163574,-0.0853491872549057,0.5400605201721191,-1.6201815605163574,563.3984375,4123.0,90.0,0.0,563.3984375,4123.0,90.0,0.0,0.0,1195.5625,1969.0,783.0,0.0,3,61,11.5,0.1875,0.8125,6.375,8,6.375,8.0,8,8,3.193877637386322e-05,0.9713540580123663,33.1991548743099,5.23610321401793,0.0,0.0,0.0,33.1991548743099,0.0,1209,4123,35.29503636807203,9.746849536895752e-05,1.9945938419550657,0.004647696390748024,10.95122574083507,48.27522748336196,4.0065497159957886e-05,0.4894271145818766,2.064294168142602e-05,0.048640336050824885,225147,48.27522748336196,2331.9102957888376,,,,,,,
1111,0.06579501926898956,0.0015208451550279278,-0.00015953431957882458,0.0,0.013499405176844448,0.998046875,0.3005150083272786,219.47975540161133,224.244140625,184.3325653076172,5e-06,1111,3,0.78125,1.0,0.0,0.78125,1.0,0.0,-0.3201241195201874,0.35355237126350403,-2.4748666286468506,-0.3201241195201874,0.35355237126350403,-2.4748666286468506,626.2421875,4178.0,64.0,0.0,626.2421875,4178.0,64.0,0.0,0.0,1258.25,1908.0,896.0,0.0,3,62,11.703125,0.1875,0.8125,6.25,8,6.25,8.0,8,8,5.570240318775177e-05,0.6609698925167322,33.641631968319416,5.810280037971097,0.0,0.0,0.0,33.641631968319416,0.0,1549,4178,35.83049273304641,0.00011142343282699585,2.079290024936199,0.0038038939237594604,11.645828181877732,49.58808842115104,3.988109529018402e-05,0.4469927610504923,1.5769723788982695e-05,0.048279867263137585,241215,49.58808842115104,2432.186919077863,,,,,,,
1112,0.06470419466495514,0.0,0.0002613468109728956,0.0,0.0,0.0,0.2983003851713404,219.47975540161133,224.244140625,183.18721389770508,5e-06,1112,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,467.046875,1765.0,147.0,0.0,467.046875,1765.0,147.0,0.0,0.0,1266.9375,1826.0,832.0,0.0,3,29,8.625,0.0,1.0,8.0,8,8.0,8.0,8,8,3.267638385295868e-05,1.591557864099741,14.53588368743658,4.623942353238817,0.0,0.0,0.0,14.53588368743658,0.0,1554,1765,16.73620617762208,8.672289550304413e-05,1.936294499784708,0.003843246027827263,10.560826422646642,29.26300374791026,3.933161497116089e-05,0.2799539355930227,1.7315819003501973e-05,0.047582006860313775,221950,29.26300374791026,3792.331127590584,,,,,,,
1113,0.06759066134691238,0.00043649107828969136,0.00020207516445225338,0.0,0.0025544976524543017,0.595703125,0.29993567935899534,219.47975540161133,224.244140625,182.2833023071289,5e-06,1113,3,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.05313226580619812,0.35355237126350403,-2.4748666286468506,-0.05313226580619812,0.35355237126350403,-2.4748666286468506,588.6171875,2872.0,119.0,0.0,588.6171875,2872.0,119.0,0.0,0.0,1233.3125,1773.0,808.0,0.0,3,62,10.671875,0.125,0.875,6.9375,8,6.9375,8.0,8,8,3.2940879464149475e-05,1.3059035763144493,23.122391426935792,5.80710341365193,0.0,0.0,0.0,23.122391426935792,0.0,1155,2872,25.436394782736897,9.256787598133087e-05,2.006588838994503,0.004386786371469498,11.150668021291494,38.62382594868541,4.035048186779022e-05,0.3376079368055015,1.881069766975047e-05,0.047814465351775436,233207,38.62382594868541,3018.952605961831,,,,,,,
1114,0.06408566236495972,0.0004453062283573672,-0.0002791417177832045,0.0,0.007224462286103517,0.5107421875,0.28859353414973754,219.47975540161133,224.244140625,183.69746017456055,5e-06,1114,3,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.1545267403125763,0.7245674133300781,-1.20761239528656,-0.1545267403125763,0.7245674133300781,-1.20761239528656,585.375,6032.0,107.0,0.0,585.375,6032.0,107.0,0.0,0.0,1139.25,1639.0,783.0,0.0,3,62,13.703125,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,3.287382423877716e-05,1.1840613335371017,50.18318712152541,5.449474624940194,0.0,0.0,0.0,50.18318712152541,0.0,1089,6032,52.27323090285063,9.511969983577728e-05,1.9482846446335316,0.0036706477403640747,10.962846690788865,65.21516894362867,3.7748366594314575e-05,0.6976461523442589,1.6627925184660046e-05,0.049661369730688125,220752,65.21516894362867,1692.4896736127127,,,,,,,
1115,0.07499663531780243,0.0,-0.00011530982533258793,0.0,0.0,0.0,0.3088992415096061,219.47975540161133,224.244140625,184.5928077697754,5e-06,1115,3,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.1875,4373.0,128.0,0.0,861.1875,4373.0,128.0,0.0,0.0,1222.5625,1667.0,787.0,0.0,3,61,16.1875,0.0625,0.9375,7.5,8,7.5,8.0,8,8,5.442090332508087e-05,1.3098543025553226,35.6335423886776,8.144515662017511,0.0,0.0,0.0,35.6335423886776,0.0,1621,4373,37.96233087964356,0.00010143779218196869,2.237248444929719,0.003780614584684372,12.67655716650188,52.90950516425073,3.6738812923431396e-05,0.3443857580343599,1.4174469798606674e-05,0.04752758385761053,266720,52.90950516425073,2520.530093524804,,,,,,,
1116,0.062338151037693024,0.0,0.00024137512627930846,0.0,0.0,0.0,0.2852440376590144,219.47975540161133,224.244140625,181.76654052734375,5e-06,1116,3,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.3984375,1303.0,93.0,0.0,296.3984375,1303.0,93.0,0.0,0.0,1180.375,1613.0,819.0,0.0,3,23,6.15625,0.125,0.875,7.0,8,7.0,8.0,8,8,5.6799501180648804e-05,1.0095850229263306,10.188281821087003,2.9454210792900994,0.0,0.0,0.0,10.188281821087003,0.0,1038,1303,12.179634522646666,0.00010215304791927338,1.7052005771547556,0.003630204126238823,9.24460574425757,23.159835524857044,4.087202250957489e-05,0.321032038868886,1.920468571282845e-05,0.04890627129593957,189027,23.159835524857044,4080.9227638322527,,,,,,,
1117,0.07219857722520828,0.0004988450345990714,0.0001287640782265953,8.553732641303213e-06,0.006647232672548853,0.5888671875,0.30138737133923676,219.47975540161133,224.244140625,182.53817749023438,5e-06,1117,3,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.16060441732406616,2.4748666286468506,-1.6201815605163574,-0.16060441732406616,2.4748666286468506,-1.6201815605163574,646.359375,3820.0,81.0,0.0,646.359375,3820.0,81.0,0.0,0.0,1210.5625,1874.0,789.0,0.0,3,61,12.375,0.1875,0.8125,5.9375,8,5.9375,8.0,8,8,3.21120023727417e-05,0.8658454306423664,30.787262480705976,5.957776126611861,0.0,0.0,0.0,30.787262480705976,0.0,1874,3820,33.047463320195675,8.759275078773499e-05,2.069955062121153,0.0037040524184703827,11.580102371051908,46.7273409999907,3.894418478012085e-05,0.39944234921792343,1.5583805602645434e-05,0.048720170186935315,237686,46.7273409999907,2543.3289687941724,,,,,,,
1118,0.06696374714374542,0.0006773838904337026,0.00016005962351073322,4.3138841192558175e-06,0.005652990112139378,0.4482421875,0.3011228515178189,219.47975540161133,224.244140625,183.7583770751953,5e-06,1118,3,0.8203125,1.0,0.0,0.8203125,1.0,0.0,-0.11595359444618225,1.6201815605163574,-2.4748666286468506,-0.11595359444618225,1.6201815605163574,-2.4748666286468506,784.7734375,4740.0,102.0,0.0,784.7734375,4740.0,102.0,0.0,0.0,1103.0,1599.0,822.0,0.0,3,62,14.1875,0.125,0.875,6.5625,8,6.5625,8.0,8,8,3.0685216188430786e-05,1.097556883469224,38.506937155500054,7.2258851668884745,0.0,0.0,0.0,38.506937155500054,0.0,1380,4740,40.641931265592575,9.8399817943573e-05,2.0630743727087975,0.0036292243748903275,11.726313032209873,54.4611698705703,3.833696246147156e-05,0.40459459105028894,1.5019448237591109e-05,0.04852903359285647,241635,54.4611698705703,2218.4154377720647,,,,,,,
